,Unnamed: 0,Tick Time,RTC Time,ECG,marker
0,0,90,2021-09-27 17:22:02.627,-0.2054373423258463,
1,1,94,2021-09-27 17:22:02.631,-0.2335262298583984,
2,2,98,2021-09-27 17:22:02.635,-0.2046902974446615,
3,3,102,2021-09-27 17:22:02.639,-0.2550411224365235,
4,4,106,2021-09-27 17:22:02.643,-0.2460765838623047,
5,5,110,2021-09-27 17:22:02.647,-0.2087243398030599,
6,6,114,2021-09-27 17:22:02.651,-0.2383073170979818,
7,7,118,2021-09-27 17:22:02.655,-0.1893011728922526,
8,8,122,2021-09-27 17:22:02.659,-0.2058855692545573,
9,9,126,2021-09-27 17:22:02.663,-0.1870600382486979,
10,10,130,2021-09-27 17:22:02.667,-0.1582241058349609,
11,11,134,2021-09-27 17:22:02.671,-0.2094713846842448,
12,12,138,2021-09-27 17:22:02.675,-0.1670392354329427,
13,13,142,2021-09-27 17:22:02.679,-0.1887035369873047,
14,14,146,2021-09-27 17:22:02.683,-0.1973692576090495,
15,15,150,2021-09-27 17:22:02.687,-0.1771990458170573,
16,16,154,2021-09-27 17:22:02.691,-0.2254581451416016,
17,17,158,2021-09-27 17:22:02.695,-0.1867612202962239,
18,18,162,2021-09-27 17:22:02.699,-0.2269522349039713,
19,19,166,2021-09-27 17:22:02.703,-0.2320321400960286,
20,20,170,2021-09-27 17:22:02.707,-0.2124595642089844,
21,21,174,2021-09-27 17:22:02.711,-0.2523517608642578,
22,22,178,2021-09-27 17:22:02.715,-0.2034950256347656,
23,23,182,2021-09-27 17:22:02.719,-0.2386061350504557,
24,24,186,2021-09-27 17:22:02.723,-0.2377096811930338,
25,25,190,2021-09-27 17:22:02.727,-0.186611811319987,
26,26,194,2021-09-27 17:22:02.731,-0.2279980977376302,
27,27,198,2021-09-27 17:22:02.735,-0.2084255218505859,
28,28,202,2021-09-27 17:22:02.739,-0.2502600351969401,
29,29,206,2021-09-27 17:22:02.743,-0.2423413594563802,
30,30,210,2021-09-27 17:22:02.747,-0.2052879333496094,
31,31,214,2021-09-27 17:22:02.751,-0.2248605092366536,
32,32,218,2021-09-27 17:22:02.755,-0.1818307240804036,
33,33,222,2021-09-27 17:22:02.759,-0.2418931325276693,
34,34,226,2021-09-27 17:22:02.763,-0.2551905314127604,
35,35,230,2021-09-27 17:22:02.767,-0.2193323771158854,
36,36,234,2021-09-27 17:22:02.771,-0.2550411224365235,
37,37,238,2021-09-27 17:22:02.775,-0.2157465616861979,
38,38,242,2021-09-27 17:22:02.779,-0.2469730377197266,
39,39,246,2021-09-27 17:22:02.783,-0.2399508158365885,
40,40,250,2021-09-27 17:22:02.787,-0.2017021179199219,
41,41,254,2021-09-27 17:22:02.791,-0.215447743733724,
42,42,258,2021-09-27 17:22:02.795,-0.1612122853597005,
43,43,262,2021-09-27 17:22:02.799,-0.200656255086263,
44,44,266,2021-09-27 17:22:02.803,-0.214850107828776,
45,45,270,2021-09-27 17:22:02.807,-0.2015527089436849,
46,46,274,2021-09-27 17:22:02.811,-0.2649021148681641,
47,47,278,2021-09-27 17:22:02.815,-0.2290439605712891,
48,48,282,2021-09-27 17:22:02.819,-0.2398014068603516,
49,49,286,2021-09-27 17:22:02.823,-0.2426401774088541,
50,50,290,2021-09-27 17:22:02.827,-0.2353191375732422,
51,51,294,2021-09-27 17:22:02.831,-0.2720737457275391,
52,52,298,2021-09-27 17:22:02.835,-0.2238146464029948,
53,53,302,2021-09-27 17:22:02.839,-0.2408472696940104,
54,54,306,2021-09-27 17:22:02.843,-0.2188841501871745,
55,55,310,2021-09-27 17:22:02.847,-0.1691309611002604,
56,56,314,2021-09-27 17:22:02.851,-0.1887035369873047,
57,57,318,2021-09-27 17:22:02.855,-0.1382033030192057,
58,58,322,2021-09-27 17:22:02.859,-0.1822789510091146,
59,59,326,2021-09-27 17:22:02.863,-0.2147006988525391,
60,60,330,2021-09-27 17:22:02.867,-0.2130572001139323,
61,61,334,2021-09-27 17:22:02.871,-0.2562363942464193,
62,62,338,2021-09-27 17:22:02.875,-0.2003574371337891,
63,63,342,2021-09-27 17:22:02.879,-0.2250099182128906,
64,64,346,2021-09-27 17:22:02.883,-0.2218723297119141,
65,65,350,2021-09-27 17:22:02.887,-0.1958751678466797,
66,66,354,2021-09-27 17:22:02.891,-0.2336756388346354,
67,67,358,2021-09-27 17:22:02.895,-0.200656255086263,
68,68,362,2021-09-27 17:22:02.899,-0.2487659454345703,
69,69,366,2021-09-27 17:22:02.903,-0.2734184265136719,
70,70,370,2021-09-27 17:22:02.907,-0.2781995137532552,
71,71,374,2021-09-27 17:22:02.911,-0.3031508127848307,
72,72,378,2021-09-27 17:22:02.915,-0.222171147664388,
73,73,382,2021-09-27 17:22:02.919,-0.2130572001139323,
74,74,386,2021-09-27 17:22:02.923,-0.2042420705159505,
75,75,390,2021-09-27 17:22:02.927,-0.1946798960367838,
76,76,394,2021-09-27 17:22:02.931,-0.2471224466959635,
77,77,398,2021-09-27 17:22:02.935,-0.1984151204427083,
78,78,402,2021-09-27 17:22:02.939,-0.2184359232584635,
79,79,406,2021-09-27 17:22:02.943,-0.2055867513020833,
80,80,410,2021-09-27 17:22:02.947,-0.1537418365478516,
81,81,414,2021-09-27 17:22:02.951,-0.2279980977376302,
82,82,418,2021-09-27 17:22:02.955,-0.2332274119059245,
83,83,422,2021-09-27 17:22:02.959,-0.2276992797851562,
84,84,426,2021-09-27 17:22:02.963,-0.2117125193277995,
85,85,430,2021-09-27 17:22:02.967,-0.1529947916666666,
86,86,434,2021-09-27 17:22:02.971,-0.2202288309733073,
87,87,438,2021-09-27 17:22:02.975,-0.2375602722167969,
88,88,442,2021-09-27 17:22:02.979,-0.2708784739176432,
89,89,446,2021-09-27 17:22:02.983,-0.2916463216145833,
90,90,450,2021-09-27 17:22:02.987,-0.2042420705159505,
91,91,454,2021-09-27 17:22:02.991,-0.1500066121419271,
92,92,458,2021-09-27 17:22:02.995,-0.0062751770019531,
93,93,462,2021-09-27 17:22:02.999,0.0978628794352213,
94,94,466,2021-09-27 17:22:03.003,0.1585229237874349,
95,95,470,2021-09-27 17:22:03.007,0.2616151173909505,
96,96,474,2021-09-27 17:22:03.011,0.1210212707519531,
97,97,478,2021-09-27 17:22:03.015,-0.1893011728922526,
98,98,482,2021-09-27 17:22:03.019,-0.6055545806884767,
99,99,486,2021-09-27 17:22:03.023,-0.9281285603841148,
100,100,490,2021-09-27 17:22:03.027,-0.9844557444254558,
101,101,494,2021-09-27 17:22:03.031,-0.8821105957031251,
102,102,498,2021-09-27 17:22:03.035,-0.5843385060628256,
103,103,502,2021-09-27 17:22:03.039,-0.3566392262776693,
104,104,506,2021-09-27 17:22:03.043,-0.2692349751790365,
105,105,510,2021-09-27 17:22:03.047,-0.1716709136962891,
106,106,514,2021-09-27 17:22:03.051,-0.171969731648763,
107,107,518,2021-09-27 17:22:03.055,-0.1062297821044922,
108,108,522,2021-09-27 17:22:03.059,-0.0681304931640625,
109,109,526,2021-09-27 17:22:03.063,-0.0694751739501953,
110,110,530,2021-09-27 17:22:03.067,-0.0153891245524088,
111,111,534,2021-09-27 17:22:03.071,-0.0594647725423177,
112,112,538,2021-09-27 17:22:03.075,-0.0621541341145833,
113,113,542,2021-09-27 17:22:03.079,-0.0911394755045573,
114,114,546,2021-09-27 17:22:03.083,-0.1367092132568359,
115,115,550,2021-09-27 17:22:03.087,-0.1065286000569661,
116,116,554,2021-09-27 17:22:03.091,-0.1538912455240885,
117,117,558,2021-09-27 17:22:03.095,-0.1465702056884766,
118,118,562,2021-09-27 17:22:03.099,-0.1730155944824219,
119,119,566,2021-09-27 17:22:03.103,-0.2184359232584635,
120,120,570,2021-09-27 17:22:03.107,-0.200656255086263,
121,121,574,2021-09-27 17:22:03.111,-0.2536964416503907,
122,122,578,2021-09-27 17:22:03.115,-0.2229181925455729,
123,123,582,2021-09-27 17:22:03.119,-0.2169418334960937,
124,124,586,2021-09-27 17:22:03.123,-0.2389049530029297,
125,125,590,2021-09-27 17:22:03.127,-0.1964728037516276,
126,126,594,2021-09-27 17:22:03.131,-0.2460765838623047,
127,127,598,2021-09-27 17:22:03.135,-0.2526505788167318,
128,128,602,2021-09-27 17:22:03.139,-0.280141830444336,
129,129,606,2021-09-27 17:22:03.143,-0.2822335561116537,
130,130,610,2021-09-27 17:22:03.147,-0.2027479807535807,
131,131,614,2021-09-27 17:22:03.151,-0.2232170104980469,
132,132,618,2021-09-27 17:22:03.155,-0.1949787139892578,
133,133,622,2021-09-27 17:22:03.159,-0.2043914794921875,
134,134,626,2021-09-27 17:22:03.163,-0.2450307210286458,
135,135,630,2021-09-27 17:22:03.167,-0.2157465616861979,
136,136,634,2021-09-27 17:22:03.171,-0.2522023518880208,
137,137,638,2021-09-27 17:22:03.175,-0.2114137013753255,
138,138,642,2021-09-27 17:22:03.179,-0.2008056640625,
139,139,646,2021-09-27 17:22:03.183,-0.2182865142822266,
140,140,650,2021-09-27 17:22:03.187,-0.1776472727457682,
141,141,654,2021-09-27 17:22:03.191,-0.2345720926920573,
142,142,658,2021-09-27 17:22:03.195,-0.2262051900227865,
143,143,662,2021-09-27 17:22:03.199,-0.2253087361653646,
144,144,666,2021-09-27 17:22:03.203,-0.2303886413574219,
145,145,670,2021-09-27 17:22:03.207,-0.1837730407714844,
146,146,674,2021-09-27 17:22:03.211,-0.2305380503336588,
147,147,678,2021-09-27 17:22:03.215,-0.1997598012288411,
148,148,682,2021-09-27 17:22:03.219,-0.2141030629475911,
149,149,686,2021-09-27 17:22:03.223,-0.2589257558186849,
150,150,690,2021-09-27 17:22:03.227,-0.2274004618326823,
151,151,694,2021-09-27 17:22:03.231,-0.2761077880859375,
152,152,698,2021-09-27 17:22:03.235,-0.2572822570800782,
153,153,702,2021-09-27 17:22:03.239,-0.2536964416503907,
154,154,706,2021-09-27 17:22:03.243,-0.2602704366048177,
155,155,710,2021-09-27 17:22:03.247,-0.2012538909912109,
156,156,714,2021-09-27 17:22:03.251,-0.2378590901692708,
157,157,718,2021-09-27 17:22:03.255,-0.2087243398030599,
158,158,722,2021-09-27 17:22:03.259,-0.2108160654703776,
159,159,726,2021-09-27 17:22:03.263,-0.2480189005533854,
160,160,730,2021-09-27 17:22:03.267,-0.2121607462565104,
161,161,734,2021-09-27 17:22:03.271,-0.2556387583414714,
162,162,738,2021-09-27 17:22:03.275,-0.2306874593098958,
163,163,742,2021-09-27 17:22:03.279,-0.2284463246663411,
164,164,746,2021-09-27 17:22:03.283,-0.258029301961263,
165,165,750,2021-09-27 17:22:03.287,-0.2194817860921224,
166,166,754,2021-09-27 17:22:03.291,-0.2525011698404948,
167,167,758,2021-09-27 17:22:03.295,-0.2121607462565104,
168,168,762,2021-09-27 17:22:03.299,-0.208276112874349,
169,169,766,2021-09-27 17:22:03.303,-0.2375602722167969,
170,170,770,2021-09-27 17:22:03.307,-0.1985645294189453,
171,171,774,2021-09-27 17:22:03.311,-0.2351697285970052,
